mini,base_mm2,cost,faction,price,price_old
Arco-flagellants,25mm,45.0,Adepta_Sororitas,55.2,55.2
Arco-flagellants,25mm,140.0,Adepta_Sororitas,55.2,55.2
Penitent Engines,50mm,75.0,Adepta_Sororitas,56.12,56.12
Penitent Engines,50mm,150.0,Adepta_Sororitas,56.12,56.12
CELESTINE,40mm,150.0,Adepta_Sororitas,56.12,56.12
GEMINAE SUPERIA,32mm,150.0,Adepta_Sororitas,56.12,56.12
Canoness,32mm,50.0,Adepta_Sororitas,33.12,33.12
Imagifier,32mm,65.0,Adepta_Sororitas,28.52,28.52
Hospitaller,50mm,50.0,Adepta_Sororitas,33.12,33.12
Dialogus,40mm,40.0,Adepta_Sororitas,33.12,33.12
Battle Sisters Squad,32mm,105.0,Adepta_Sororitas,56.12,56.12
Seraphim Squad,32mm,80.0,Adepta_Sororitas,51.52,51.52
Seraphim Squad,32mm,160.0,Adepta_Sororitas,51.52,51.52
REPENTIA SUPERIOR,32mm,75.0,Adepta_Sororitas,56.12,56.12
REPENTIA SUPERIOR,32mm,160.0,Adepta_Sororitas,56.12,56.12
SISTERS REPENTIA,28.5mm,75.0,Adepta_Sororitas,56.12,56.12
SISTERS REPENTIA,28.5mm,160.0,Adepta_Sororitas,56.12,56.12
Retributor Squad,32mm,105.0,Adepta_Sororitas,51.52,51.52
Dominion Squad,32mm,115.0,Adepta_Sororitas,59.8,59.8
Sororitas Rhino,Use model,75.0,Space_Marines,54.28,54.28
Immolator,Use model,115.0,Adepta_Sororitas,69.92,69.92
Exorcist,Use model,210.0,Adepta_Sororitas,74.52,74.52
Bastion,Use model,275.0,Genestealer_Cult,44.16,44.16
Vengeance Weapon Battery,Use model,140.0,Adepta_Sororitas,56.12,56.12
Firestorm Redoubt,Use model,260.0,Space_Marines,54.28,54.28
Plasma Obliterator,Use model,225.0,Chaos_Space_Marines,55.2,55.2
Macro-cannon Aquila Strongpoint,Use model,550.0,Adepta_Sororitas,56.12,56.12
Vortex Missile Strongpoint,Use model,525.0,Adepta_Sororitas,56.12,56.12
Void Shield Generator,Use model,155.0,Adepta_Sororitas,56.12,56.12
Skyshield Landing Pad,Use model,125.0,Adepta_Sororitas,56.12,56.12
Abaddon The Despoiler,60mm,270.0,Chaos_Space_Marines,67.62,67.62
Huron Blackheart,50mm,80.0,Chaos_Space_Marines,55.2,55.2
Cypher,32mm,90.0,Chaos_Space_Marines,35.88,35.88
FABIUS BILE,40mm,85.0,Chaos_Space_Marines,44.16,44.16
SURGEON ACOLYTE,32mm,85.0,Genestealer_Cult,44.16,44.16
Chaos Lord,40mm,90.0,Chaos_Space_Marines,28.52,28.52
Chaos Lord,40mm,90.0,Chaos_Space_Marines,28.52,28.52
Chaos Lord In Terminator Armour,40mm,95.0,Necrons,32.2,32.2
Chaos Lord On Bike,75 x 25mm,95.0,Necrons,48.76,48.76
Chaos Lord On Juggernaut,90 x 52mm,115.0,Necrons,63.48,63.48
Chaos Lord On Disc Of Tzeentch,40mm,100.0,Necrons,48.76,48.76
Chaos Lord On Palanquin Of Nurgle,60mm,90.0,Necrons,48.76,48.76
Chaos Lord On Steed Of Slaanesh,No official base size,100.0,Necrons,48.76,48.76
DARK APOSTLE,40mm,65.0,Tau_Empire,40.02,40.02
DARK DISCIPLE,25mm,65.0,Chaos_Space_Marines,55.2,55.2
Heretic Astartes Daemon Prince,60mm,165.0,Chaos_Daemons,55.2,55.2
Sorcerer,40mm,60.0,Chaos_Space_Marines,28.52,28.52
Sorcerer In Terminator Armour,40mm,80.0,Chaos_Space_Marines,32.2,32.2
Sorcerer On Bike,75 x 25mm,75.0,Chaos_Space_Marines,55.2,55.2
Sorcerer On Disc Of Tzeentch,40mm,80.0,Chaos_Space_Marines,33.12,33.12
Sorcerer On Palanquin Of Nurgle,60mm,80.0,Chaos_Space_Marines,55.2,55.2
Sorcerer On Steed Of Slaanesh,No official base size,85.0,Chaos_Space_Marines,55.2,55.2
Warpsmith,60 x 35.5mm,70.0,Chaos_Space_Marines,40.02,40.02
Warpsmith,60 x 35.5mm,70.0,Chaos_Space_Marines,40.02,40.02
Cultist Mob,25mm,50.0,Genestealer_Cult,44.16,44.16
Cultist Mob,25mm,100.0,Genestealer_Cult,44.16,44.16
Chaos Terminator Squad,40mm,180.0,Chaos_Space_Marines,59.8,59.8
Chaos Terminator Squad,40mm,360.0,Chaos_Space_Marines,59.8,59.8
Chosen,32mm,125.0,Chaos_Space_Marines,59.8,59.8
Chosen,32mm,250.0,Chaos_Space_Marines,59.8,59.8
Possessed,40mm,120.0,Chaos_Space_Marines,35.88,35.88
Possessed,40mm,120.0,Death_Guard,35.88,35.88
Possessed,40mm,240.0,Chaos_Space_Marines,35.88,35.88
Possessed,40mm,240.0,Death_Guard,35.88,35.88
Helbrute,60mm,130.0,Chaos_Space_Marines,59.8,59.8
Mutilators,40mm,185.0,Chaos_Space_Marines,63.48,63.48
Chaos Rhino,Use model,75.0,Chaos_Space_Marines,55.2,55.2
Chaos Rhino,Use model,75.0,Death_Guard,55.2,55.2
Chaos Bikers,75 x 42mm,70.0,Chaos_Space_Marines,44.62,44.62
Chaos Bikers,75 x 42mm,130.0,Chaos_Space_Marines,44.62,44.62
Raptors,32mm,90.0,Chaos_Space_Marines,35.88,35.88
Raptors,32mm,170.0,Chaos_Space_Marines,35.88,35.88
Warp Talons,32mm,125.0,Chaos_Space_Marines,55.2,55.2
Warp Talons,32mm,270.0,Chaos_Space_Marines,55.2,55.2
Chaos Spawn,50mm,70.0,Chaos_Space_Marines,55.2,55.2
Chaos Spawn,50mm,70.0,Death_Guard,55.2,55.2
Heldrake,120 x 92mm flying base,205.0,Chaos_Space_Marines,69.0,69.0
Chaos Land Raider,Use model,220.0,Chaos_Space_Marines,88.32,88.32
Chaos Land Raider,Use model,220.0,Death_Guard,88.32,88.32
Chaos Predator Destructor,Use model,140.0,Space_Marines,73.6,73.6
Chaos Vindicator,Use model,185.0,Chaos_Daemons,73.6,73.6
Obliterators,50mm,160.0,Chaos_Space_Marines,55.2,55.2
Havocs,40mm,125.0,Chaos_Space_Marines,51.52,51.52
Forgefiend,120 x 92mm,180.0,Chaos_Space_Marines,69.92,69.92
Maulerfiend,120 x 92mm,130.0,Chaos_Space_Marines,81.88,81.88
Defiler,160mm,190.0,Chaos_Space_Marines,133.4,133.4
Defiler,160mm,190.0,Death_Guard,133.4,133.4
Khorne Lord Of Skulls,Use model,450.0,Necrons,181.24,181.24
Sorcerer,32mm,85.0,Chaos_Space_Marines,28.52,28.52
Sorcerer In Terminator Armour,40mm,85.0,Chaos_Space_Marines,32.2,32.2
Rubric Marine,32mm,105.0,Thousand_Sons,59.8,59.8
Rubric Marine,32mm,190.0,Thousand_Sons,59.8,59.8
Aspiring Sorcerer,32mm,105.0,Chaos_Space_Marines,55.2,55.2
Aspiring Sorcerer,32mm,190.0,Chaos_Space_Marines,55.2,55.2
Helbrute,60mm,110.0,Chaos_Space_Marines,59.8,59.8
Chaos Rhino,Use model,90.0,Chaos_Space_Marines,55.2,55.2
Chaos Rhino,Use model,90.0,Death_Guard,55.2,55.2
Chaos Spawn,50mm,65.0,Chaos_Space_Marines,55.2,55.2
Chaos Spawn,50mm,65.0,Death_Guard,55.2,55.2
Heldrake,120 x 92mm flying base,215.0,Chaos_Space_Marines,69.0,69.0
Chaos Land Raider,Use model,220.0,Chaos_Space_Marines,88.32,88.32
Chaos Land Raider,Use model,220.0,Death_Guard,88.32,88.32
Chaos Predator Destructor,Use model,140.0,Space_Marines,73.6,73.6
Chaos Vindicator,Use model,185.0,Chaos_Daemons,73.6,73.6
Forgefiend,120 x 92mm,140.0,Chaos_Space_Marines,69.92,69.92
Maulerfiend,120 x 92mm,130.0,Chaos_Space_Marines,81.88,81.88
Defiler,160mm,165.0,Chaos_Space_Marines,133.4,133.4
Defiler,160mm,165.0,Death_Guard,133.4,133.4
Magnus The Red,100mm,435.0,Thousand_Sons,139.84,139.84
Ahriman,40mm,100.0,Thousand_Sons,44.16,44.16
Exalted Sorcerer,32mm,80.0,Chaos_Daemons,59.8,59.8
Tzaangors,32mm,70.0,Thousand_Sons,55.2,55.2
Tzaangors,32mm,160.0,Thousand_Sons,55.2,55.2
Scarab Occult Terminator,40mm,180.0,Chaos_Space_Marines,59.8,59.8
Scarab Occult Terminator,40mm,360.0,Chaos_Space_Marines,59.8,59.8
Scarab Occult Sorcerer,40mm,180.0,Chaos_Space_Marines,55.2,55.2
Scarab Occult Sorcerer,40mm,360.0,Chaos_Space_Marines,55.2,55.2
Daemon Prince of Tzeentch,60mm,180.0,Thousand_Sons,55.2,55.2
Death Guard Chaos Lord,40mm,,Necrons,48.76,48.76
Death Guard Chaos Lord In Terminator Armour,40mm,,Necrons,32.2,32.2
Death Guard Sorcerer In Terminator Armour,40mm,,Chaos_Space_Marines,55.2,55.2
Death Guard Cultists,25mm,,Genestealer_Cult,44.16,44.16
Plague Marines,32mm,95.0,Chaos_Space_Marines,46.92,46.92
Plague Marines,32mm,95.0,Death_Guard,46.92,46.92
Plague Marines,32mm,95.0,Death_Guard,46.92,46.92
Plague Marines,32mm,130.0,Chaos_Space_Marines,46.92,46.92
Plague Marines,32mm,130.0,Death_Guard,46.92,46.92
Plague Marines,32mm,130.0,Death_Guard,46.92,46.92
Plague Marines,32mm,190.0,Chaos_Space_Marines,46.92,46.92
Plague Marines,32mm,190.0,Death_Guard,46.92,46.92
Plague Marines,32mm,190.0,Death_Guard,46.92,46.92
Death Guard Possessed,32mm,155.0,Chaos_Space_Marines,55.2,55.2
Death Guard Possessed,32mm,310.0,Chaos_Space_Marines,55.2,55.2
Helbrute,60mm,115.0,Chaos_Space_Marines,59.8,59.8
Chaos Rhino,Use model,85.0,Chaos_Space_Marines,55.2,55.2
Chaos Rhino,Use model,85.0,Death_Guard,55.2,55.2
Chaos Spawn,50mm,80.0,Chaos_Space_Marines,55.2,55.2
Chaos Spawn,50mm,80.0,Death_Guard,55.2,55.2
Chaos Land Raider,Use model,240.0,Chaos_Space_Marines,88.32,88.32
Chaos Land Raider,Use model,240.0,Death_Guard,88.32,88.32
Chaos Predator Annihilator,Use model,135.0,Space_Marines,73.6,73.6
Daemon Prince of Nurgle,60mm,195.0,Death_Guard,55.2,55.2
Typhus,50mm,100.0,Death_Guard,55.2,55.2
Lord of Contagion,40mm,120.0,Death_Guard,55.2,55.2
Malignant Plaguecaster,32mm,60.0,Death_Guard,55.2,55.2
Poxwalkers,25mm,65.0,Death_Guard,33.12,33.12
Poxwalkers,25mm,130.0,Death_Guard,33.12,33.12
Foetid Bloat-drone,60mm,100.0,Death_Guard,55.2,55.2
Noxious Blightbringer,40mm,50.0,Death_Guard,55.2,55.2
Chaos Cerastus Knight Acheron,170 x 109mm,385.0,Chaos_Daemons,197.8,197.8
Chaos Cerastus Knight Lancer,170 x 109mm,385.0,Chaos_Daemons,197.8,197.8
Chaos Cerastus Knight Castigator,170 x 109mm,385.0,Chaos_Daemons,197.8,197.8
Chaos Cerastus Knight Atrapos,170 x 109mm,395.0,Chaos_Daemons,340.4,340.4
Chaos Questoris Knight Magaera,120 x 92mm,375.0,Imperial_Knights,230.0,230.0
Chaos Acastus Knight Porphyrion,Use model,700.0,Chaos_Daemons,653.2,653.2
Chaos Questoris Knight Styrix,120 x 92mm,375.0,Imperial_Knights,230.0,230.0
Karanak,75 x 42mm,75.0,Chaos_Daemons,40.02,40.02
Skarbrand,100mm,305.0,Chaos_Daemons,156.4,156.4
Skulltaker,40mm,85.0,Chaos_Daemons,40.02,40.02
Rendmaster On Blood Throne,120 x 92mm,165.0,Chaos_Daemons,55.2,55.2
Flesh Hounds,60 x 35.5mm,75.0,Chaos_Daemons,55.2,55.2
Flesh Hounds,60 x 35.5mm,150.0,Chaos_Daemons,55.2,55.2
Bloodletters,32mm,110.0,Chaos_Daemons,40.02,40.02
Bloodcrushers,90 x 52mm,110.0,Chaos_Daemons,101.2,101.2
Bloodcrushers,90 x 52mm,220.0,Chaos_Daemons,101.2,101.2
Skull Cannon,120 x 92mm,95.0,Chaos_Daemons,44.16,44.16
Kairos Fateweaver,100mm,270.0,Chaos_Daemons,156.4,156.4
The Changeling,40mm,90.0,Chaos_Daemons,35.88,35.88
The Blue Scribes,60mm flying base,75.0,Chaos_Daemons,55.2,55.2
Lord of Change,100mm,260.0,Chaos_Daemons,156.4,156.4
Flamers,32mm,65.0,Chaos_Daemons,35.88,35.88
Flamers,32mm,130.0,Chaos_Daemons,35.88,35.88
Exalted Flamer,75 x 42mm,65.0,Chaos_Daemons,55.2,55.2
Screamers,32mm flying base,80.0,Chaos_Daemons,35.88,35.88
Screamers,32mm flying base,160.0,Chaos_Daemons,35.88,35.88
Burning Chariot,120 x 92mm,115.0,Chaos_Daemons,55.2,55.2
Epidemius,60mm,80.0,Chaos_Daemons,55.2,55.2
Great Unclean One,130mm,250.0,Chaos_Daemons,156.4,156.4
Plaguebearers,32mm,110.0,Chaos_Daemons,40.02,40.02
Nurglings,40mm,40.0,Astra_Militarum,35.88,35.88
Nurglings,40mm,70.0,Astra_Militarum,35.88,35.88
Beasts Of Nurgle,60mm,65.0,Death_Guard,55.2,55.2
Beasts Of Nurgle,60mm,130.0,Death_Guard,55.2,55.2
Plague Drones,60mm,110.0,Death_Guard,59.8,59.8
Plague Drones,60mm,220.0,Death_Guard,59.8,59.8
The Masque Of Slaanesh,32mm,95.0,Chaos_Daemons,55.2,55.2
Keeper Of Secrets,100mm,270.0,Chaos_Daemons,156.4,156.4
Tranceweaver,32mm,60.0,Harlequins,37.72,37.72
Herald Of Slaanesh On Steed Of Slaanesh,60 x 35.5mm,70.0,Chaos_Space_Marines,55.2,55.2
Tormentbringer On Exalted Seeker Chariot,120 x 92mm,140.0,Chaos_Daemons,55.2,55.2
Daemonettes,25mm,100.0,Chaos_Daemons,55.2,55.2
Fiends,75 x 42mm,95.0,Chaos_Daemons,55.2,55.2
Fiends,75 x 42mm,190.0,Chaos_Daemons,55.2,55.2
Hellflayer,120 x 92mm,80.0,Astra_Militarum,32.2,32.2
Hellflayer,120 x 92mm,160.0,Astra_Militarum,32.2,32.2
Seekers,60 x 35.5mm,80.0,Chaos_Daemons,55.2,55.2
Seekers,60 x 35.5mm,160.0,Chaos_Daemons,55.2,55.2
Seeker Chariot,120 x 92mm,65.0,Chaos_Daemons,32.2,32.2
Seeker Chariot,120 x 92mm,130.0,Chaos_Daemons,32.2,32.2
Exalted Seeker Chariot,120 x 92mm,115.0,Chaos_Daemons,55.2,55.2
Be'lakor,100mm,375.0,Chaos_Daemons,55.2,55.2
Daemon Prince of Chaos,60mm,190.0,Chaos_Daemons,55.2,55.2
Furies,25mm,40.0,Chaos_Daemons,55.2,55.2
Furies,25mm,80.0,Chaos_Daemons,55.2,55.2
Soul Grinder,160mm,180.0,Chaos_Daemons,75.44,75.44
Cerberus,Use model,285.0,Chaos_Space_Marines,55.2,55.2
Vanguard Veteran Squad,32mm,120.0,Space_Marines,45.08,45.08
Vanguard Veteran Squad,32mm,240.0,Space_Marines,45.08,45.08
Invictor Tactical Warsuit,90mm,125.0,Space_Marines,67.62,67.62
Intercessor Squad,32mm,80.0,Space_Marines,59.8,59.8
Intercessor Squad,32mm,160.0,Space_Marines,59.8,59.8
Invader Atv,Use model,60.0,Space_Marines,54.28,54.28
Incursor Squad,32mm,80.0,Space_Marines,59.8,59.8
Incursor Squad,32mm,160.0,Space_Marines,59.8,59.8
Scout Squad,28.5mm,70.0,Space_Marines,54.28,54.28
Scout Squad,28.5mm,140.0,Space_Marines,54.28,54.28
Sicaran Arcus,Use model,200.0,Adeptus_Mechanicus,59.8,59.8
Sergeant Telion,25mm,70.0,Astra_Militarum,55.2,55.2
Sicaran Omega,Use model,235.0,Space_Marines,54.28,54.28
Thunderfire Cannon,Use model,90.0,Space_Marines,54.28,54.28
Bladeguard Ancient,40mm,45.0,Space_Marines,54.28,54.28
Company Veterans On Bikes,75 x 25mm,110.0,Deathwatch,48.76,48.76
Company Veterans On Bikes,75 x 25mm,275.0,Deathwatch,48.76,48.76
Company Champion On Bike,75 x 25mm,60.0,Chaos_Space_Marines,55.2,55.2
Land Speeder Tempest,60mm flying base,95.0,Space_Marines,54.28,54.28
Land Speeder Tornado,60mm flying base,95.0,Space_Marines,34.04,34.04
Captain In Gravis Armour,40mm,80.0,Space_Marines,40.02,40.02
Chaplain,40mm,60.0,Blood_Angels,38.64,38.64
Kratos,Use model,265.0,Chaos_Space_Marines,55.2,55.2
Heavy Intercessor Squad,40mm,100.0,Space_Marines,59.8,59.8
Heavy Intercessor Squad,40mm,200.0,Space_Marines,59.8,59.8
Vindicator Laser Destroyer,Use model,175.0,Necrons,48.76,48.76
Sokar-pattern Stormbird,Use model,1100.0,Space_Marines,54.28,54.28
Ancient On Bike,75 x 25mm,90.0,Chaos_Space_Marines,55.2,55.2
Terminator Squad,40mm,170.0,Space_Marines,50.6,50.6
Terminator Squad,40mm,170.0,Space_Marines,50.6,50.6
Terminator Squad,40mm,170.0,Space_Marines,50.6,50.6
Terminator Squad,40mm,340.0,Space_Marines,50.6,50.6
Terminator Squad,40mm,340.0,Space_Marines,50.6,50.6
Terminator Squad,40mm,340.0,Space_Marines,50.6,50.6
Terminus Ultra,Use model,285.0,Space_Marines,54.28,54.28
Sicaran Battle Tank,Use model,220.0,Astra_Militarum,55.2,55.2
Vindicator,Use model,185.0,Space_Marines,56.12,56.12
Mastodon,Use model,610.0,Space_Marines,54.28,54.28
Stormtalon Gunship,120 x 92mm flying base,165.0,Space_Marines,63.48,63.48
Stormtalon Gunship,120 x 92mm flying base,165.0,Grey_Knights,63.48,63.48
Stormraven Gunship,120 x 92mm flying base,280.0,Space_Marines,98.44,98.44
Stormraven Gunship,120 x 92mm flying base,280.0,Grey_Knights,98.44,98.44
Chaplain Venerable Dreadnought,60mm,150.0,Grey_Knights,59.8,59.8
Centurion Devastator Squad,50mm,165.0,Space_Marines,73.6,73.6
Centurion Devastator Squad,50mm,330.0,Space_Marines,73.6,73.6
Grey Knights Thunderhawk Gunship,Use model,805.0,Imperial_Knights,179.4,179.4
Repressor,Use model,130.0,Space_Marines,54.28,54.28
Valkyrie Sky Talon,120 x 92mm flying base,185.0,Astra_Militarum,55.2,55.2
Blood Slaughterer,Use model,160.0,Chaos_Daemons,55.2,55.2
Greater Blight Drone,60mm,150.0,Chaos_Daemons,55.2,55.2
Decimator,60mm,170.0,Chaos_Knights,78.2,78.2
Kytan Ravager,170 x 109mm,425.0,Drukhari,55.2,55.2
Greater Brass Scorpion,Use model,560.0,Chaos_Daemons,55.2,55.2
Chaos Deimos Predator,Use model,115.0,Space_Marines,73.6,73.6
Dreadclaw Drop Pod,120 x 92mm flying base,115.0,Space_Marines,54.28,54.28
Kharybdis Assault Claw,120 x 92mm flying base,325.0,Space_Marines,54.28,54.28
Hell Blade,120 x 92mm flying base,115.0,Astra_Militarum,55.2,55.2
Hell Talon,120 x 92mm flying base,140.0,Drukhari,55.2,55.2
Chaos Thunderhawk,120 x 92mm flying base,840.0,Chaos_Daemons,55.2,55.2
An'ggrath The Unbound,130mm,415.0,Chaos_Daemons,55.2,55.2
Zarakynel,105 x 70mm,320.0,Dark_Angels,59.8,59.8
Aetaos'rau'keres,130mm,315.0,Chaos_Daemons,55.2,55.2
Plague Toads,60mm,120.0,Death_Guard,55.2,55.2
Pox Riders,60mm,160.0,Chaos_Daemons,55.2,55.2
Spined Chaos Beast,No official base size,145.0,Chaos_Daemons,55.2,55.2
Giant Chaos Spawn,100mm,130.0,Death_Guard,55.2,55.2
Scabeiathrax The Bloated,Use model,275.0,Death_Guard,55.2,55.2
Librarian With Jump Pack,25mm,75.0,Blood_Angels,40.02,40.02
Lieutenant In Reiver Armour,40mm,55.0,Space_Marines,35.88,35.88
Lieutenant,40mm,65.0,Necrons,48.76,48.76
Land Raider Prometheus,Use model,275.0,Drukhari,55.2,55.2
Librarian On Bike,75 x 25mm,80.0,Space_Marines,54.28,54.28
Exalted Champion,40mm,70.0,Chaos_Daemons,55.2,55.2
Grand Master In Nemesis Dreadknight,120 x 92mm,225.0,Grey_Knights,75.44,75.44
Brotherhood Librarian,40mm,80.0,Grey_Knights,56.12,56.12
Brotherhood Chaplain,40mm,65.0,Grey_Knights,56.12,56.12
Stormhawk Interceptor,120 x 92mm flying base,160.0,Space_Marines,56.12,56.12
Stormtalon Gunship,120 x 92mm flying base,170.0,Space_Marines,63.48,63.48
Stormtalon Gunship,120 x 92mm flying base,170.0,Grey_Knights,63.48,63.48
Foul Blightspawn,40mm,75.0,Death_Guard,28.52,28.52
Biologus Putrifier,40mm,60.0,Death_Guard,28.52,28.52
Plague Surgeon,40mm,50.0,Death_Guard,32.2,32.2
Tallyman,40mm,50.0,Chaos_Daemons,32.2,32.2
Deathshroud Terminators,40mm,160.0,Chaos_Knights,59.8,59.8
Deathshroud Terminators,40mm,320.0,Chaos_Knights,59.8,59.8
Blightlord Terminators,40mm,115.0,Death_Guard,56.12,56.12
Blightlord Terminators,40mm,185.0,Death_Guard,56.12,56.12
Blightlord Terminators,40mm,370.0,Death_Guard,56.12,56.12
Myphitic Blight-haulers,80mm,100.0,Tyranids,29.44,29.44
Myphitic Blight-haulers,80mm,200.0,Tyranids,29.44,29.44
Plagueburst Crawler,Use model,210.0,Death_Guard,60.72,60.72
Mortarion,100mm,380.0,Death_Guard,55.2,55.2
Mukaali Riders,40mm,110.0,Drukhari,55.2,55.2
Grot Bomm Launcha,Use model,50.0,Orks,55.2,55.2
Attack Fighta,120 x 92mm flying base,100.0,Orks,55.2,55.2
Fighta-bommer,120 x 92mm flying base,100.0,Orks,55.2,55.2
Deff Rolla Battle Fortress,Use model,250.0,Orks,55.2,55.2
Kill Krusha,Use model,230.0,Orks,55.2,55.2
Raven Strike Fighter,120 x 92mm flying base,130.0,Orks,188.6,188.6
Knarloc Riders,65mm,110.0,Drukhari,55.2,55.2
Great Knarloc,65mm,100.0,Chaos_Daemons,55.2,55.2
Firestorm,60mm flying base,115.0,Craftworlds,52.900000000000006,52.900000000000006
Ministorum Priest,32mm,35.0,Space_Wolves,32.2,32.2
Tech-Priest Enginseer,32mm,45.0,Adeptus_Mechanicus,59.8,59.8
Munitorum Servitors,25mm,35.0,Orks,55.2,55.2
Ogryn Bodyguard,40mm,40.0,Astra_Militarum,55.2,55.2
Bonesinger,25mm,45.0,Chaos_Daemons,55.2,55.2
Sly Marbo,32mm,55.0,Astra_Militarum,30.82,30.82
Ravenwing Talonmaster,65mm,105.0,Dark_Angels,59.8,59.8
Trajann Valoris,40mm,140.0,Adeptus_Custodes,56.12,56.12
Shield-captain,40mm,120.0,Grey_Knights,59.8,59.8
Shield-captain In Allarus Terminator Armour,40mm,130.0,Adeptus_Custodes,55.2,55.2
Shield-captain On Dawneagle Jetbike,75 x 42mm,150.0,Adeptus_Custodes,59.8,59.8
Custodian Wardens,40mm,210.0,Adeptus_Custodes,56.12,56.12
Custodian Wardens,40mm,260.0,Adeptus_Custodes,56.12,56.12
Allarus Custodians,40mm,120.0,Adeptus_Custodes,46.92,46.92
Allarus Custodians,40mm,180.0,Adeptus_Custodes,46.92,46.92
Allarus Custodians,40mm,300.0,Adeptus_Custodes,46.92,46.92
Allarus Custodians,40mm,360.0,Adeptus_Custodes,46.92,46.92
Vertus Praetors,75 x 42mm,150.0,Adeptus_Custodes,56.12,56.12
Vertus Praetors,75 x 42mm,225.0,Adeptus_Custodes,56.12,56.12
Bloodmaster,40mm,65.0,Chaos_Daemons,55.2,55.2
Skullmaster,60mm,100.0,Chaos_Daemons,55.2,55.2
Contemptor-achillus Dreadnought,60mm,155.0,Adeptus_Custodes,59.8,59.8
Caladius Grav-tank,170 x 109mm,215.0,Adeptus_Custodes,92.0,92.0
Coronus Grav-carrier,Use model,200.0,Adeptus_Custodes,116.84,116.84
Changecaster,32mm,60.0,Thousand_Sons,55.2,55.2
Fateskimmer,120 x 92mm,95.0,Thousand_Sons,55.2,55.2
Fluxmaster,60mm flying base,60.0,Chaos_Daemons,55.2,55.2
Rotigus,130mm,250.0,Chaos_Daemons,156.4,156.4
Horticulous Slimux,105 x 70mm,120.0,Chaos_Daemons,59.8,59.8
Poxbringer,32mm,55.0,Chaos_Daemons,32.2,32.2
Sloppity Bilepiper,32mm,55.0,Chaos_Daemons,35.88,35.88
Spoilpox Scrivener,40mm,60.0,Chaos_Daemons,55.2,55.2
Feculent Gnarlmaw,Use model,100.0,Chaos_Daemons,37.72,37.72
Tzaangor Shaman,40mm,60.0,Thousand_Sons,35.88,35.88
Tzaangor Enlightened,40mm,55.0,Thousand_Sons,55.2,55.2
Tzaangor Enlightened,40mm,90.0,Thousand_Sons,55.2,55.2
Mutalith Vortex Beast,120 x 92mm,175.0,Thousand_Sons,88.32,88.32
Commander In Crisis Battlesuit,50mm,80.0,Tau_Empire,55.2,55.2
Commander In Enforcer Battlesuit,60mm,80.0,Tau_Empire,55.2,55.2
Telemon Heavy Dreadnought,100mm,225.0,Adeptus_Custodes,56.12,56.12
Armiger Helverin,100mm,140.0,Imperial_Knights,92.0,92.0
Armiger Warglaive,100mm,140.0,Imperial_Knights,92.0,92.0
Knight Preceptor,170 x 109mm,365.0,Imperial_Knights,179.4,179.4
Canis Rex,170 x 109mm,415.0,Imperial_Knights,179.4,179.4
Knight Castellan,170 x 109mm,410.0,Imperial_Knights,158.24,158.24
Knight Valiant,170 x 109mm,410.0,Imperial_Knights,158.24,158.24
Scout Sniper Squad,25mm,75.0,Space_Marines,54.28,54.28
Scout Sniper Squad,25mm,150.0,Space_Marines,54.28,54.28
Sergeant Chronus,25mm,75.0,Astra_Militarum,55.2,55.2
Secutarii Hoplites,25mm,65.0,Adeptus_Mechanicus,59.8,59.8
Secutarii Hoplites,25mm,130.0,Adeptus_Mechanicus,59.8,59.8
Secutarii Peltasts,25mm,50.0,Adeptus_Mechanicus,59.8,59.8
Secutarii Peltasts,25mm,100.0,Adeptus_Mechanicus,59.8,59.8
Techmarine On Bike,75 x 25mm,110.0,Space_Marines,54.28,54.28
Terrax-pattern Termite,Use model,200.0,Space_Marines,54.28,54.28
Big Mek With Shokk Attack Gun,40mm,80.0,Orks,40.02,40.02
Deffkilla Wartrike,150 x 95mm,80.0,Orks,46.92,46.92
Kustom Boosta-blasta,150 x 95mm,70.0,Orks,55.2,55.2
Shokkjump Dragsta,150 x 95mm,70.0,Orks,46.92,46.92
Boomdakka Snazzwagon,150 x 95mm,70.0,Orks,46.92,46.92
Megatrakk Scrapjet,150 x 95mm,75.0,Orks,46.92,46.92
Rukkatrukk Squigbuggy,150 x 95mm,95.0,Orks,46.92,46.92
Abominant,40mm,85.0,Genestealer_Cult,32.2,32.2
Preacher,32mm,50.0,Adepta_Sororitas,56.12,56.12
Haarken Worldclaimer,40mm,90.0,Chaos_Space_Marines,34.04,34.04
Contemptor-galatus Dreadnought,60mm,165.0,Adeptus_Custodes,59.8,59.8
Aquilon Custodians,50mm,195.0,Adeptus_Custodes,56.12,56.12
Aquilon Custodians,50mm,390.0,Adeptus_Custodes,56.12,56.12
Custodian Guard With Adrasite And Pyrithite Spears,40mm,250.0,Adeptus_Custodes,56.12,56.12
Agamatus Custodians,60mm flying base,225.0,Adeptus_Custodes,55.2,55.2
Agamatus Custodians,60mm flying base,450.0,Adeptus_Custodes,55.2,55.2
Venatari Custodians,40mm,165.0,Adeptus_Custodes,56.12,56.12
Venatari Custodians,40mm,330.0,Adeptus_Custodes,56.12,56.12
Pallas Grav-attack,105 x 70mm,105.0,Adeptus_Custodes,56.12,56.12
Sagittarum Custodians,40mm,225.0,Adeptus_Custodes,56.12,56.12
Orion Assault Dropship,160mm,690.0,Space_Marines,54.28,54.28
